gene_symbol,entrez_id,compound_id
GABRA6,2559,BRD-K55055802
GABRB1,2560,BRD-K55055802
GABRB2,2561,BRD-K55055802
GABRB3,2562,BRD-K55055802
GABRD,2563,BRD-K55055802
GABRE,2564,BRD-K55055802
GABRG1,2565,BRD-K55055802
GABRG2,2566,BRD-K55055802
GABRG3,2567,BRD-K55055802
GABRP,2568,BRD-K55055802
GABRQ,55879,BRD-K55055802
CALM1,801,BRD-K55127134
DRD1,1812,BRD-K55127134
DRD2,1813,BRD-K55127134
DRD5,1816,BRD-K55127134
HRH1,3269,BRD-K55127134
HTR2A,3356,BRD-K55127134
HTR6,3362,BRD-K55127134
HTR7,3363,BRD-K55127134
P4HB,5034,BRD-K55188888
ADRA1A,148,BRD-K55468218
ADRA1B,147,BRD-K55468218
ADRA1D,146,BRD-K55468218
DRD1,1812,BRD-K55468218
DRD2,1813,BRD-K55468218
DRD3,1814,BRD-K55468218
DRD4,1815,BRD-K55468218
DRD5,1816,BRD-K55468218
HTR1A,3350,BRD-K55468218
HTR1D,3352,BRD-K55468218
HTR2A,3356,BRD-K55468218
HTR2B,3357,BRD-K55468218
HTR2C,3358,BRD-K55468218
HTR6,3362,BRD-K55468218
HTR7,3363,BRD-K55468218
TOP1,7150,BRD-K55696337
TOP1MT,116447,BRD-K55696337
ADRB1,153,BRD-K55705469
ADRB2,154,BRD-K55705469
HTR1A,3350,BRD-K55705469
HTR1B,3351,BRD-K55705469
GUCY1A2,2977,BRD-K55853390
GUCY1A3,2982,BRD-K55853390
GUCY1B2,2974,BRD-K55853390
GUCY1B3,2983,BRD-K55853390
NPR1,4881,BRD-K55853390
SCN10A,6336,BRD-K55930204
SCN11A,11280,BRD-K55930204
SCN1A,6323,BRD-K55930204
SCN2A,6326,BRD-K55930204
SCN3A,6328,BRD-K55930204
SCN4A,6329,BRD-K55930204
SCN5A,6331,BRD-K55930204
SCN7A,6332,BRD-K55930204
SCN8A,6334,BRD-K55930204
SCN9A,6335,BRD-K55930204
HRH1,3269,BRD-K55991142
OXTR,5021,BRD-K56107812
VDR,7421,BRD-K56155962
BRAF,673,BRD-K56343971
RAF1,5894,BRD-K56343971
VDR,7421,BRD-K56429665
NR3C1,2908,BRD-K56515112
CYP3A4,1576,BRD-K56558538
ACHE,43,BRD-K56575995
BCHE,590,BRD-K56575995
HTR1A,3350,BRD-K56699285
HTR1B,3351,BRD-K56699285
HTR1D,3352,BRD-K56699285
HTR1E,3354,BRD-K56699285
HTR1F,3355,BRD-K56699285
HTR2A,3356,BRD-K56699285
HTR2B,3357,BRD-K56699285
HTR2C,3358,BRD-K56699285
HTR5A,3361,BRD-K56699285
HTR6,3362,BRD-K56699285
HTR7,3363,BRD-K56699285
ADH1A,124,BRD-K56810756
ADH1B,125,BRD-K56810756
ADH1C,126,BRD-K56810756
AKR1A1,10327,BRD-K56810756
CAT,847,BRD-K56810756
AR,367,BRD-K56851771
HRH1,3269,BRD-K57033106
F2,2147,BRD-K57041787
GLO1,2739,BRD-K57222227
PLA2G2A,5320,BRD-K57222227
PPARA,5465,BRD-K57222227
PPARG,5468,BRD-K57222227
PTGDR2,11251,BRD-K57222227
PTGR2,145482,BRD-K57222227
PTGS1,5742,BRD-K57222227
PTGS2,5743,BRD-K57222227
SLC46A1,113235,BRD-K57222227
ADAM28,10863,BRD-K57313110
AMY1A,276,BRD-K57313110
AMY2A,279,BRD-K57313110
AMY2B,280,BRD-K57313110
ANG,283,BRD-K57313110
CCL8,6355,BRD-K57313110
HCRT,3060,BRD-K57313110
IGLC1,3537,BRD-K57313110
KRTAP5-2,440021,BRD-K57313110
TFF2,7032,BRD-K57313110
VEGFA,7422,BRD-K57313110
DRD2,1813,BRD-K57432881
DRD3,1814,BRD-K57432881
ACE,1636,BRD-K57545991
ADORA1,134,BRD-K57569181
ADORA2A,135,BRD-K57569181
ADORA2B,136,BRD-K57569181
ADRA2B,151,BRD-K57569181
NT5E,4907,BRD-K57569181
PDE10A,10846,BRD-K57569181
PDE1A,5136,BRD-K57569181
PDE1B,5153,BRD-K57569181
PDE1C,5137,BRD-K57569181
PDE2A,5138,BRD-K57569181
PDE3A,5139,BRD-K57569181
PDE3B,5140,BRD-K57569181
PDE4A,5141,BRD-K57569181
PDE4B,5142,BRD-K57569181
PDE4C,5143,BRD-K57569181
PDE4D,5144,BRD-K57569181
PDE5A,8654,BRD-K57569181
PDE6A,5145,BRD-K57569181
PDE6B,5158,BRD-K57569181
PDE6C,5146,BRD-K57569181
PDE6D,5147,BRD-K57569181
PDE6G,5148,BRD-K57569181
PDE6H,5149,BRD-K57569181
PDE7A,5150,BRD-K57569181
PDE7B,27115,BRD-K57569181
PDE8A,5151,BRD-K57569181
PDE8B,8622,BRD-K57569181
PDE9A,5152,BRD-K57569181
TNF,7124,BRD-K57569181
ALAD,210,BRD-K57631554
DRD2,1813,BRD-K57764956
DRD3,1814,BRD-K57764956
IFNG,3458,BRD-K57853941
TPMT,7172,BRD-K57853941
NR3C1,2908,BRD-K57886322
SERPINA6,866,BRD-K57886322
SMO,6608,BRD-K57886322
DRD2,1813,BRD-K58010567
DRD3,1814,BRD-K58010567
HRH1,3269,BRD-K58010567
HTR1A,3350,BRD-K58010567
HTR4,3360,BRD-K58010567
SLC6A4,6532,BRD-K58010567
FOXM1,2305,BRD-K58049875
BCL2,596,BRD-K58114536
MAOB,4129,BRD-K58114536
NR3C1,2908,BRD-K58148589
SLC5A1,6523,BRD-K58160573
SLC5A2,6524,BRD-K58160573
TYMS,7298,BRD-K58262659
FDPS,2224,BRD-K58513245
PTGS1,5742,BRD-K58736316
HPN,3249,BRD-K58794715
NR3C1,2908,BRD-K58810291
LIPE,3991,BRD-K59037100
ACY1,95,BRD-K59058747
CHUK,1147,BRD-K59058747
GRIN1,2902,BRD-K59058747
GRIN2A,2903,BRD-K59058747
GRIN2B,2904,BRD-K59058747
GRIN2D,2906,BRD-K59058747
GRIN3A,116443,BRD-K59058747
GSS,2937,BRD-K59058747
IKBKB,3551,BRD-K59058747
RELA,5970,BRD-K59058747
SLC7A11,23657,BRD-K59058747
PTGS1,5742,BRD-K59197931
PTGS2,5743,BRD-K59197931
PRSS1,5644,BRD-K59256312
TPSAB1,7177,BRD-K59256312
PDE1A,5136,BRD-K59273480
DHFR,1719,BRD-K59456551
LTA4H,4048,BRD-K59574735
RNPEP,6051,BRD-K59574735
KCNA5,3741,BRD-K59632282
KCNA7,3743,BRD-K59632282
KCNH1,3756,BRD-K59632282
KCNH2,3757,BRD-K59632282
KCNH5,27133,BRD-K59632282
KCNK1,3775,BRD-K59632282
KCNK6,9424,BRD-K59632282
SCN5A,6331,BRD-K59632282
SLC29A4,222962,BRD-K59632282
CRAT,1384,BRD-K59647213
CROT,54677,BRD-K59647213
SSTR1,6751,BRD-K59715032
SSTR2,6752,BRD-K59715032
SSTR3,6753,BRD-K59715032
SSTR5,6755,BRD-K59715032
TUBB,203068,BRD-K59753975
TUBB1,81027,BRD-K59753975
C1QBP,708,BRD-K59788572
CD44,960,BRD-K59788572
HABP2,3026,BRD-K59788572
HAPLN1,1404,BRD-K59788572
HAPLN3,145864,BRD-K59788572
HAPLN4,404037,BRD-K59788572
HMMR,3161,BRD-K59788572
ICAM1,3383,BRD-K59788572
NCAN,1463,BRD-K59788572
VCAN,1462,BRD-K59788572
ABCG2,9429,BRD-K59866480
CHRM1,1128,BRD-K59895502
CHRM2,1129,BRD-K59895502
AGTR1,185,BRD-K60038276
JUN,3725,BRD-K60038276
SLC10A1,6554,BRD-K60038276
SLC6A1,6529,BRD-K60160658
FDPS,2224,BRD-K60212747
DGAT2,84649,BRD-K60237333
HCAR1,27198,BRD-K60237333
HCAR2,338442,BRD-K60237333
HCAR3,8843,BRD-K60237333
NNMT,4837,BRD-K60237333
QPRT,23475,BRD-K60237333
CPS1,1373,BRD-K60240222
ADK,132,BRD-K60369935
ENPP1,5167,BRD-K60369935
IMPDH1,3614,BRD-K60369935
IMPDH2,3615,BRD-K60369935
NT5C2,22978,BRD-K60369935
BTK,695,BRD-K60421517
EGFR,1956,BRD-K60421517
HMGCR,3156,BRD-K60511616
SLCO1B1,10599,BRD-K60511616
ACHE,43,BRD-K60567437
VDR,7421,BRD-K60585088
NR3C1,2908,BRD-K60640630
ADRA1A,148,BRD-K60762818
ADRA1B,147,BRD-K60762818
ADRA1D,146,BRD-K60762818
ADRA2A,150,BRD-K60762818
ADRA2B,151,BRD-K60762818
ADRA2C,152,BRD-K60762818
ADRB1,153,BRD-K60762818
ADRB2,154,BRD-K60762818
CHRM1,1128,BRD-K60762818
CHRM2,1129,BRD-K60762818
CHRM3,1131,BRD-K60762818
CHRM4,1132,BRD-K60762818
CHRM5,1133,BRD-K60762818
DRD2,1813,BRD-K60762818
HRH1,3269,BRD-K60762818
HTR1A,3350,BRD-K60762818
HTR2A,3356,BRD-K60762818
HTR2C,3358,BRD-K60762818
SLC6A2,6530,BRD-K60762818
SLC6A4,6532,BRD-K60762818
SMPD1,6609,BRD-K60762818
ADRA1A,148,BRD-K60770992
ADRA1B,147,BRD-K60770992
ADRA1D,146,BRD-K60770992
ADRA2A,150,BRD-K60770992
ADRA2B,151,BRD-K60770992
ADRA2C,152,BRD-K60770992
DRD1,1812,BRD-K60770992
DRD2,1813,BRD-K60770992
DRD3,1814,BRD-K60770992
DRD4,1815,BRD-K60770992
DRD5,1816,BRD-K60770992
HTR1A,3350,BRD-K60770992
HTR1B,3351,BRD-K60770992
HTR1D,3352,BRD-K60770992
HTR2A,3356,BRD-K60770992
HTR2B,3357,BRD-K60770992
HTR2C,3358,BRD-K60770992
PIK3CA,5290,BRD-K60866521
PIK3CB,5291,BRD-K60866521
PIK3CD,5293,BRD-K60866521
PIK3CG,5294,BRD-K60866521
CHRNA1,1134,BRD-K60907894
TYMS,7298,BRD-K61192372
THRA,7067,BRD-K61236135
THRB,7068,BRD-K61236135
SCN10A,6336,BRD-K61237927
SCN11A,11280,BRD-K61237927
SCN1A,6323,BRD-K61237927
SCN2A,6326,BRD-K61237927
SCN3A,6328,BRD-K61237927
SCN4A,6329,BRD-K61237927
SCN5A,6331,BRD-K61237927
SCN7A,6332,BRD-K61237927
SCN8A,6334,BRD-K61237927
SCN9A,6335,BRD-K61237927
CACNA1A,773,BRD-K61250553
CALM1,801,BRD-K61250553
OPRD1,4985,BRD-K61250553
OPRK1,4986,BRD-K61250553
OPRM1,4988,BRD-K61250553
POMC,5443,BRD-K61250553
HTR1A,3350,BRD-K61337602
HTR1B,3351,BRD-K61337602
HTR1D,3352,BRD-K61337602
HTR1E,3354,BRD-K61337602
HTR1F,3355,BRD-K61337602
HDAC1,3065,BRD-K61397605
HDAC2,3066,BRD-K61397605
HDAC3,8841,BRD-K61397605
HDAC4,9759,BRD-K61397605
HDAC5,10014,BRD-K61397605
HDAC6,10013,BRD-K61397605
HDAC7,51564,BRD-K61397605
HDAC8,55869,BRD-K61397605
HDAC9,9734,BRD-K61397605
ATP4A,495,BRD-K61443506
OXCT1,5019,BRD-K61443650
NR3C1,2908,BRD-K61496577
PLA2G1B,5319,BRD-K61496577
TOP2A,7153,BRD-K61717546
CYP1A2,1544,BRD-K61868322
BCL2,596,BRD-K62008436
MAP2,4133,BRD-K62008436
MAP4,4134,BRD-K62008436
MAPT,4137,BRD-K62008436
NR1I2,8856,BRD-K62008436
TLR4,7099,BRD-K62008436
TUBA1A,7846,BRD-K62008436
TUBA1B,10376,BRD-K62008436
TUBA1C,84790,BRD-K62008436
TUBA3C,7278,BRD-K62008436
TUBA3D,113457,BRD-K62008436
TUBA3E,112714,BRD-K62008436
TUBA4A,7277,BRD-K62008436
TUBB,203068,BRD-K62008436
TUBB1,81027,BRD-K62008436
TUBB2A,7280,BRD-K62008436
TUBB2B,347733,BRD-K62008436
TUBB3,10381,BRD-K62008436
TUBB4A,10382,BRD-K62008436
TUBB4B,10383,BRD-K62008436
TUBB6,84617,BRD-K62008436
TUBB8,347688,BRD-K62008436
RARA,5914,BRD-K62012036
RARB,5915,BRD-K62012036
RARG,5916,BRD-K62012036
RBP1,5947,BRD-K62012036
RXRA,6256,BRD-K62012036
RXRB,6257,BRD-K62012036
RXRG,6258,BRD-K62012036
STAT3,6774,BRD-K62012036
FLT1,2321,BRD-K62040061
FLT3,2322,BRD-K62040061
KDR,3791,BRD-K62040061
PDGFRA,5156,BRD-K62040061
PDGFRB,5159,BRD-K62040061
PTGER4,5734,BRD-K62050508
PDE3A,5139,BRD-K62200014
CRHR1,1394,BRD-K62264492
CRHR2,1395,BRD-K62264492
AADAT,51166,BRD-K62309135
AASS,10157,BRD-K62309135
ABAT,18,BRD-K62309135
ALDH18A1,5832,BRD-K62309135
ASNS,440,BRD-K62309135
BCAT1,586,BRD-K62309135
BCAT2,587,BRD-K62309135
CCBL2,56267,BRD-K62309135
DNPEP,23549,BRD-K62309135
EARS2,124454,BRD-K62309135
ENPEP,2028,BRD-K62309135
EPRS,2058,BRD-K62309135
FOLH1,2346,BRD-K62309135
FPGS,2356,BRD-K62309135
FTCD,10841,BRD-K62309135
GAD1,2571,BRD-K62309135
GAD2,2572,BRD-K62309135
GATB,5188,BRD-K62309135
GCLC,2729,BRD-K62309135
GCLM,2730,BRD-K62309135
GGCX,2677,BRD-K62309135
GLS,2744,BRD-K62309135
GLS2,27165,BRD-K62309135
GLUD1,2746,BRD-K62309135
GLUD2,2747,BRD-K62309135
GLUL,2752,BRD-K62309135
GMPS,8833,BRD-K62309135
GOT1,2805,BRD-K62309135
GOT2,2806,BRD-K62309135
GPT,2875,BRD-K62309135
GPT2,84706,BRD-K62309135
GRIA1,2890,BRD-K62309135
GRIA2,2891,BRD-K62309135
GRIA3,2892,BRD-K62309135
GRIA4,2893,BRD-K62309135
GRID1,2894,BRD-K62309135
GRID2,2895,BRD-K62309135
GRIK1,2897,BRD-K62309135
GRIK2,2898,BRD-K62309135
GRIK3,2899,BRD-K62309135
GRIK4,2900,BRD-K62309135
GRIK5,2901,BRD-K62309135
GRIN1,2902,BRD-K62309135
GRIN2A,2903,BRD-K62309135
GRIN2B,2904,BRD-K62309135
GRIN2C,2905,BRD-K62309135
GRIN2D,2906,BRD-K62309135
GRIN3A,116443,BRD-K62309135
GRIN3B,116444,BRD-K62309135
GRM1,2911,BRD-K62309135
GRM2,2912,BRD-K62309135
GRM3,2913,BRD-K62309135
GRM4,2914,BRD-K62309135
GRM6,2916,BRD-K62309135
GRM7,2917,BRD-K62309135
GRM8,2918,BRD-K62309135
LGSN,51557,BRD-K62309135
NADSYN1,55191,BRD-K62309135
NAGS,162417,BRD-K62309135
OPLAH,26873,BRD-K62309135
PFAS,5198,BRD-K62309135
PGCP,10404,BRD-K62309135
PSAT1,29968,BRD-K62309135
SLC1A1,6505,BRD-K62309135
SLC1A2,6506,BRD-K62309135
SLC1A3,6507,BRD-K62309135
SLC1A6,6511,BRD-K62309135
SLC1A7,6512,BRD-K62309135
SLC25A18,83733,BRD-K62309135
SLC25A22,79751,BRD-K62309135
SLC7A11,23657,BRD-K62309135
TAT,6898,BRD-K62309135
NR3C1,2908,BRD-K62310379
NR3C2,4306,BRD-K62310379
PGR,5241,BRD-K62310379
PLA2G4A,5321,BRD-K62310379
DHFR,1719,BRD-K62363391
BCL2,596,BRD-K62391742
SLC6A2,6530,BRD-K62676709
GNRHR,2798,BRD-K62685538
FNTA,2339,BRD-K62734952
NFKB1,4790,BRD-K62734952
ADRA2A,150,BRD-K62736196
ADRA2B,151,BRD-K62736196
ADRA2C,152,BRD-K62736196
ADORA1,134,BRD-K62737565
CACNA1A,773,BRD-K62737565
CACNA1B,774,BRD-K62737565
CACNA1C,775,BRD-K62737565
CACNA1D,776,BRD-K62737565
CACNA1E,777,BRD-K62737565
CACNA1F,778,BRD-K62737565
CACNA1G,8913,BRD-K62737565
CACNA1H,8912,BRD-K62737565
CACNA1I,8911,BRD-K62737565
CACNA1S,779,BRD-K62737565
CACNA2D1,781,BRD-K62737565
CACNA2D2,9254,BRD-K62737565
CACNA2D3,55799,BRD-K62737565
CACNA2D4,93589,BRD-K62737565
CACNB1,782,BRD-K62737565
CACNB2,783,BRD-K62737565
CACNB3,784,BRD-K62737565
CACNB4,785,BRD-K62737565
CACNG1,786,BRD-K62737565
CACNG2,10369,BRD-K62737565
CACNG3,10368,BRD-K62737565
CACNG4,27092,BRD-K62737565
CACNG5,27091,BRD-K62737565
CACNG6,59285,BRD-K62737565
CACNG7,59284,BRD-K62737565
CACNG8,59283,BRD-K62737565
GRIN1,2902,BRD-K62737565
GRIN2A,2903,BRD-K62737565
GRIN2B,2904,BRD-K62737565
GRIN2C,2905,BRD-K62737565
GRIN2D,2906,BRD-K62737565
GRIN3A,116443,BRD-K62737565
GRIN3B,116444,BRD-K62737565
VDR,7421,BRD-K62779383
CHRM1,1128,BRD-K62782754
CHRM2,1129,BRD-K62782754
CHRM3,1131,BRD-K62782754
CACNA1B,774,BRD-K62858456
SCN5A,6331,BRD-K62858456
MTNR1A,4543,BRD-K62971431
MTNR1B,4544,BRD-K62971431
SCN1A,6323,BRD-K62996583
SCN3A,6328,BRD-K62996583
SLC29A1,2030,BRD-K62996583
ADRA1A,148,BRD-K63126190
ADRA1B,147,BRD-K63126190
ADRA1D,146,BRD-K63126190
ADRA2A,150,BRD-K63126190
ADRA2B,151,BRD-K63126190
ADRA2C,152,BRD-K63126190
ADRB1,153,BRD-K63126190
ADRB2,154,BRD-K63126190
ADRB3,155,BRD-K63126190
PAH,5053,BRD-K63126190
TNF,7124,BRD-K63126190
SLC15A1,6564,BRD-K63242551
SLC15A2,6565,BRD-K63242551
SLC22A6,9356,BRD-K63242551
SLC22A8,9376,BRD-K63242551
CNR1,1268,BRD-K63343048
DAGLA,747,BRD-K63343048
DAGLB,221955,BRD-K63343048
FASN,2194,BRD-K63343048
LIPF,8513,BRD-K63343048
PNLIP,5406,BRD-K63343048
CYP1A1,1543,BRD-K63430059
CYP1A2,1544,BRD-K63430059
CYP2A13,1553,BRD-K63430059
CYP2A6,1548,BRD-K63430059
CYP3A4,1576,BRD-K63430059
MLNR,2862,BRD-K63550407
ATP1A1,476,BRD-K63630713
SLC12A1,6557,BRD-K63630713
ATP1A1,476,BRD-K63668566
ATP1A2,477,BRD-K63668566
ATP1A3,478,BRD-K63668566
ATP1A4,480,BRD-K63668566
ATP1B1,481,BRD-K63668566
ATP1B2,482,BRD-K63668566
ATP1B3,483,BRD-K63668566
FXYD2,486,BRD-K63668566
CHRM1,1128,BRD-K63675182
CHRM2,1129,BRD-K63675182
DRD1,1812,BRD-K63675182
DRD2,1813,BRD-K63675182
HTR2B,3357,BRD-K63675182
HCAR2,338442,BRD-K63736853
IMPDH1,3614,BRD-K63750851
IMPDH2,3615,BRD-K63750851
BDKRB2,624,BRD-K63772874
ESR1,2099,BRD-K63794707
ESR2,2100,BRD-K63794707
EDNRA,1909,BRD-K63806092
EDNRB,1910,BRD-K63806092
ESR1,2099,BRD-K63828191
ESR2,2100,BRD-K63828191
GUCY1A3,2982,BRD-K63861289
EGFR,1956,BRD-K64052750
P2RY12,64805,BRD-K64054020
PTGER1,5731,BRD-K64054020
PTGER4,5734,BRD-K64054020
PTGIR,5739,BRD-K64054020
PTGIS,5740,BRD-K64054020
PGR,5241,BRD-K64381438
ADRA2B,151,BRD-K64557645
DRD2,1813,BRD-K64557645
DRD3,1814,BRD-K64557645
DRD4,1815,BRD-K64557645
HRH1,3269,BRD-K64557645
HTR1A,3350,BRD-K64557645
HTR1B,3351,BRD-K64557645
HTR1D,3352,BRD-K64557645
HTR1E,3354,BRD-K64557645
HTR2A,3356,BRD-K64557645
HTR2C,3358,BRD-K64557645
HTR6,3362,BRD-K64557645
HTR7,3363,BRD-K64557645
SLC6A2,6530,BRD-K64557645
SLC6A4,6532,BRD-K64557645
CYSLTR1,10800,BRD-K64716392
CYSLTR2,57105,BRD-K64716392
FPR1,2357,BRD-K64716392
HSP90AA1,3320,BRD-K64716392
PTGDR,5729,BRD-K64716392
LPA,4018,BRD-K64931368
PLAT,5327,BRD-K64931368
PLG,5340,BRD-K64931368
SLC6A4,6532,BRD-K64973364
ESR1,2099,BRD-K64984393
CATSPER1,117144,BRD-K64994968
CATSPER2,117155,BRD-K64994968
CATSPER3,347732,BRD-K64994968
CATSPER4,378807,BRD-K64994968
CYP17A1,1586,BRD-K64994968
ESR1,2099,BRD-K64994968
NR3C2,4306,BRD-K64994968
OPRK1,4986,BRD-K64994968
PGR,5241,BRD-K64994968
TRPC5,7224,BRD-K64994968
PTGFR,5737,BRD-K65059905
PTGS1,5742,BRD-K65146499
PTGS2,5743,BRD-K65146499
TYR,7299,BRD-K65716359
PDE5A,8654,BRD-K65781196
HTR1A,3350,BRD-K65904673
NOS1,4842,BRD-K65978409
EGFR,1956,BRD-K66175015
ERBB2,2064,BRD-K66175015
ERBB4,2066,BRD-K66175015
CHRNA10,57053,BRD-K66206289
CHRNA9,55584,BRD-K66206289
SLC18A2,6571,BRD-K66206289
HMGCR,3156,BRD-K66296774
OPRD1,4985,BRD-K66404838
OPRK1,4986,BRD-K66404838
OPRM1,4988,BRD-K66404838
TOP2A,7153,BRD-K66615216
ESR1,2099,BRD-K66766661
ADA,100,BRD-K66788707
DCK,1633,BRD-K66788707
POLA1,5422,BRD-K66788707
RRM1,6240,BRD-K66788707
RRM2,6241,BRD-K66788707
METAP2,10988,BRD-K66808046
MGAM,8972,BRD-K66850609
MAOA,4128,BRD-K66876909
MAOB,4129,BRD-K66876909
GABRA1,2554,BRD-K66896751
PDE3A,5139,BRD-K67017579
PDE3B,5140,BRD-K67017579
PDE2A,5138,BRD-K67080878
PDE3A,5139,BRD-K67080878
PDE3B,5140,BRD-K67080878
PDE5A,8654,BRD-K67080878
HDAC1,3065,BRD-K67102207
F10,2159,BRD-K67121414
ALB,213,BRD-K67261995
TBXA2R,6915,BRD-K67277431
CYP3A4,1576,BRD-K67463151
CYP3A5,1577,BRD-K67463151
CYP3A7,1551,BRD-K67463151
POU2F2,5452,BRD-K67463151
UGT1A1,54658,BRD-K67463151
CREB1,1385,BRD-K67511046
ESR1,2099,BRD-K67511046
OPRD1,4985,BRD-K67511046
OPRK1,4986,BRD-K67511046
OPRM1,4988,BRD-K67511046
TLR4,7099,BRD-K67511046
PTGS1,5742,BRD-K67563174
PTGS2,5743,BRD-K67563174
HTR1B,3351,BRD-K67601717
HTR1D,3352,BRD-K67601717
HRH1,3269,BRD-K67637637
S100A1,6271,BRD-K67637637
S100A12,6283,BRD-K67637637
S100A13,6284,BRD-K67637637
S100A2,6273,BRD-K67637637
S100B,6285,BRD-K67637637
DRD1,1812,BRD-K67783091
DRD2,1813,BRD-K67783091
DRD3,1814,BRD-K67783091
DRD4,1815,BRD-K67783091
DRD5,1816,BRD-K67783091
GRIN2B,2904,BRD-K67783091
HRH1,3269,BRD-K67783091
HTR1A,3350,BRD-K67783091
HTR1D,3352,BRD-K67783091
HTR2A,3356,BRD-K67783091
HTR2B,3357,BRD-K67783091
HTR7,3363,BRD-K67783091
KCNH1,3756,BRD-K67783091
ADRA1A,148,BRD-K67943528
ADRA2A,150,BRD-K67943528
ADRA2B,151,BRD-K67943528
ADRA2C,152,BRD-K67943528
DRD1,1812,BRD-K67943528
DRD2,1813,BRD-K67943528
DRD3,1814,BRD-K67943528
DRD4,1815,BRD-K67943528
DRD5,1816,BRD-K67943528
HTR1A,3350,BRD-K67943528
HTR1B,3351,BRD-K67943528
HTR1D,3352,BRD-K67943528
HTR2A,3356,BRD-K67943528
HTR2B,3357,BRD-K67943528
HTR2C,3358,BRD-K67943528
HTR6,3362,BRD-K67943528
ACE,1636,BRD-K67966701
ACE2,59272,BRD-K67966701
AGTR1,185,BRD-K67977190
CNR2,1269,BRD-K68095457
GPR119,139760,BRD-K68095457
GPR55,9290,BRD-K68095457
SQLE,6713,BRD-K68132782
GABRA1,2554,BRD-K68232413
ADRA2A,150,BRD-K68264559
ADRA2B,151,BRD-K68264559
ADRA2C,152,BRD-K68264559
KCNH2,3757,BRD-K68346641
TOP2A,7153,BRD-K68346641
GRM3,2913,BRD-K68405354
OPRD1,4985,BRD-K68407436
OPRK1,4986,BRD-K68407436
OPRM1,4988,BRD-K68407436
CHRM1,1128,BRD-K68507560
CHRM2,1129,BRD-K68507560
CHRM3,1131,BRD-K68507560
PTGS2,5743,BRD-K68538666
PTGS2,5743,BRD-K68558722
PGR,5241,BRD-K68620903
SLC12A1,6557,BRD-K68770713
SLC12A2,6558,BRD-K68770713
CHRM1,1128,BRD-K68804560
HRH1,3269,BRD-K68804560
SLC6A3,6531,BRD-K68804560
ITGA2B,3674,BRD-K68830460
ITGB3,3690,BRD-K68830460
ADRA1A,148,BRD-K68867920
ADRA1B,147,BRD-K68867920
ADRA1D,146,BRD-K68867920
ADRA2A,150,BRD-K68867920
ADRA2B,151,BRD-K68867920
ADRA2C,152,BRD-K68867920
CHRM1,1128,BRD-K68867920
CHRM2,1129,BRD-K68867920
CHRM3,1131,BRD-K68867920
CHRM4,1132,BRD-K68867920
CHRM5,1133,BRD-K68867920
DRD1,1812,BRD-K68867920
DRD2,1813,BRD-K68867920
DRD3,1814,BRD-K68867920
DRD4,1815,BRD-K68867920
DRD5,1816,BRD-K68867920
HRH1,3269,BRD-K68867920
HTR1A,3350,BRD-K68867920
HTR1B,3351,BRD-K68867920
HTR1D,3352,BRD-K68867920
HTR1E,3354,BRD-K68867920
HTR1F,3355,BRD-K68867920
HTR2A,3356,BRD-K68867920
HTR2C,3358,BRD-K68867920
HTR3A,3359,BRD-K68867920
HTR6,3362,BRD-K68867920
HTR7,3363,BRD-K68867920
SLC6A2,6530,BRD-K68867920
ADRA1A,148,BRD-K69116396
ADRA1B,147,BRD-K69116396
ADRA1D,146,BRD-K69116396
DRD2,1813,BRD-K69116396
DRD3,1814,BRD-K69116396
DRD4,1815,BRD-K69116396
HRH1,3269,BRD-K69116396
HTR1A,3350,BRD-K69116396
HTR1B,3351,BRD-K69116396
HTR1D,3352,BRD-K69116396
HTR1E,3354,BRD-K69116396
HTR1F,3355,BRD-K69116396
HTR2A,3356,BRD-K69116396
HTR2C,3358,BRD-K69116396
HTR6,3362,BRD-K69116396
KCNH2,3757,BRD-K69116396
IL1B,3553,BRD-K69122748
XIAP,331,BRD-K69172251
CFTR,1080,BRD-K69236721
AKR1C1,1645,BRD-K69253806
ESR1,2099,BRD-K69253806
ESR2,2100,BRD-K69253806
TUBA1A,7846,BRD-K69280563
TUBA1B,10376,BRD-K69280563
TUBA1C,84790,BRD-K69280563
TUBA3C,7278,BRD-K69280563
TUBA3D,113457,BRD-K69280563
TUBA3E,112714,BRD-K69280563
TUBA4A,7277,BRD-K69280563
TUBB,203068,BRD-K69280563
TUBB1,81027,BRD-K69280563
TUBB2A,7280,BRD-K69280563
TUBB2B,347733,BRD-K69280563
TUBB3,10381,BRD-K69280563
TUBB4A,10382,BRD-K69280563
TUBB4B,10383,BRD-K69280563
TUBB6,84617,BRD-K69280563
TUBB8,347688,BRD-K69280563
ALOX5,240,BRD-K69470111
CYSLTR1,10800,BRD-K69470111
DRD1,1812,BRD-K69600043
DRD2,1813,BRD-K69600043
DRD4,1815,BRD-K69600043
FKBP1A,2280,BRD-K69608737
TOP2A,7153,BRD-K69650333
ACHE,43,BRD-K69688083
BCHE,590,BRD-K69688083
AHR,196,BRD-K69726342
DPP4,1803,BRD-K69726342
HMGCR,3156,BRD-K69726342
PTGS1,5742,BRD-K69907333
PTGS2,5743,BRD-K69907333
BLVRB,645,BRD-K70246307
RFK,55312,BRD-K70246307
AR,367,BRD-K70264088
ESR1,2099,BRD-K70264088
ESR2,2100,BRD-K70264088
NR1H4,9971,BRD-K70264088
NR1I2,8856,BRD-K70264088
